2024-06-27 15:02:55,177 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-06-27 15:02:55,236 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-06-27 15:02:55,239 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-06-27 15:02:55,240 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-06-27 15:02:55,261 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-06-27 15:02:55,262 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-06-27 15:02:55,264 INFO  SwAddin.cs: 201 - Setting up command manager
2024-06-27 15:02:55,266 INFO  SwAddin.cs: 204 - Adding command manager
2024-06-27 15:02:55,273 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-06-27 15:02:55,275 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-06-27 15:02:55,275 INFO  SwAddin.cs: 210 - Adding event handlers
2024-06-27 15:02:55,365 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-06-27 15:05:18,886 INFO  SwAddin.cs: 294 - Assembly export called for file Localization_Prototype
2024-06-27 15:05:18,892 INFO  SwAddin.cs: 299 - Save is required
2024-06-27 15:05:18,894 INFO  SwAddin.cs: 313 - Saving assembly
2024-06-27 15:05:22,102 INFO  SwAddin.cs: 316 - Opening property manager
2024-06-27 15:05:22,158 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Localization_Prototype
2024-06-27 15:05:22,171 INFO  ExportHelperExtension.cs: 1136 - Found 44 in Localization_Prototype
2024-06-27 15:05:22,172 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Localization_Prototype
2024-06-27 15:05:22,173 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-27 15:05:22,176 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2024-06-27 15:05:22,179 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Computer_Mount-1
2024-06-27 15:05:22,180 INFO  ExportHelperExtension.cs: 1136 - Found 33 in Computer_Mount-1
2024-06-27 15:05:22,183 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Computer_Mount-1
2024-06-27 15:05:22,184 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from IMU_mount-1
2024-06-27 15:05:22,185 INFO  ExportHelperExtension.cs: 1136 - Found 29 in IMU_mount-1
2024-06-27 15:05:22,186 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in IMU_mount-1
2024-06-27 15:05:22,187 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from GPS_Assembly - Preliminary-1
2024-06-27 15:05:22,188 INFO  ExportHelperExtension.cs: 1136 - Found 43 in GPS_Assembly - Preliminary-1
2024-06-27 15:05:22,189 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in GPS_Assembly - Preliminary-1
2024-06-27 15:05:22,190 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MOT0110_0_3D-1
2024-06-27 15:05:22,191 INFO  ExportHelperExtension.cs: 1136 - Found 23 in MOT0110_0_3D-1
2024-06-27 15:05:22,192 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MOT0110_0_3D-1
2024-06-27 15:05:22,193 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Computer-1
2024-06-27 15:05:22,194 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Computer-1
2024-06-27 15:05:22,195 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Computer-1
2024-06-27 15:05:22,196 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Battery_Assembly-1
2024-06-27 15:05:22,197 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Battery_Assembly-1
2024-06-27 15:05:22,198 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Battery_Assembly-1
2024-06-27 15:05:22,199 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Localization_Prototype
2024-06-27 15:05:22,200 INFO  ExportHelperExtension.cs: 1136 - Found 44 in Localization_Prototype
2024-06-27 15:05:22,202 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Localization_Prototype
2024-06-27 15:05:22,203 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-27 15:05:22,204 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2024-06-27 15:05:22,205 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Computer_Mount-1
2024-06-27 15:05:22,206 INFO  ExportHelperExtension.cs: 1136 - Found 33 in Computer_Mount-1
2024-06-27 15:05:22,208 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Computer_Mount-1
2024-06-27 15:05:22,209 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from IMU_mount-1
2024-06-27 15:05:22,210 INFO  ExportHelperExtension.cs: 1136 - Found 29 in IMU_mount-1
2024-06-27 15:05:22,211 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in IMU_mount-1
2024-06-27 15:05:22,213 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from GPS_Assembly - Preliminary-1
2024-06-27 15:05:22,214 INFO  ExportHelperExtension.cs: 1136 - Found 43 in GPS_Assembly - Preliminary-1
2024-06-27 15:05:22,216 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in GPS_Assembly - Preliminary-1
2024-06-27 15:05:22,216 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MOT0110_0_3D-1
2024-06-27 15:05:22,217 INFO  ExportHelperExtension.cs: 1136 - Found 23 in MOT0110_0_3D-1
2024-06-27 15:05:22,218 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MOT0110_0_3D-1
2024-06-27 15:05:22,220 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Computer-1
2024-06-27 15:05:22,221 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Computer-1
2024-06-27 15:05:22,221 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Computer-1
2024-06-27 15:05:22,222 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Battery_Assembly-1
2024-06-27 15:05:22,223 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Battery_Assembly-1
2024-06-27 15:05:22,224 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Battery_Assembly-1
2024-06-27 15:05:22,776 INFO  SwAddin.cs: 339 - Loading config tree
2024-06-27 15:05:22,785 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-06-27 15:05:22,793 INFO  SwAddin.cs: 344 - Showing property manager
2024-06-27 15:05:30,621 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-27 15:05:39,008 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
