[0.000000] (-) TimerEvent: {}
[0.000393] (-) JobUnselected: {'identifier': 'husky_base'}
[0.000654] (-) JobUnselected: {'identifier': 'husky_bringup'}
[0.000698] (-) JobUnselected: {'identifier': 'husky_control'}
[0.000734] (-) JobUnselected: {'identifier': 'husky_description'}
[0.000768] (-) JobUnselected: {'identifier': 'husky_desktop'}
[0.000810] (-) JobUnselected: {'identifier': 'husky_gazebo'}
[0.000841] (-) JobUnselected: {'identifier': 'husky_msgs'}
[0.000878] (-) JobUnselected: {'identifier': 'husky_robot'}
[0.000894] (-) JobUnselected: {'identifier': 'husky_simulator'}
[0.000920] (-) JobUnselected: {'identifier': 'husky_viz'}
[0.000984] (-) JobUnselected: {'identifier': 'mapviz_plugins'}
[0.001016] (-) JobUnselected: {'identifier': 'robo_base'}
[0.001032] (-) JobUnselected: {'identifier': 'rtcm_msgs'}
[0.001050] (-) JobUnselected: {'identifier': 'tile_map'}
[0.001066] (-) JobUnselected: {'identifier': 'turtlebot3_fake_node'}
[0.001092] (-) JobUnselected: {'identifier': 'turtlebot3_gazebo'}
[0.001117] (-) JobUnselected: {'identifier': 'turtlebot3_simulations'}
[0.001139] (-) JobUnselected: {'identifier': 'wetexplorer_control'}
[0.001166] (-) JobUnselected: {'identifier': 'wetexplorer_description'}
[0.001241] (-) JobUnselected: {'identifier': 'wetexplorer_gazebo'}
[0.001289] (-) JobUnselected: {'identifier': 'wetexplorer_hardware'}
[0.001337] (-) JobUnselected: {'identifier': 'wetexplorer_navigation'}
[0.001376] (articubot_one) JobQueued: {'identifier': 'articubot_one', 'dependencies': OrderedDict()}
[0.001410] (articubot_one) JobStarted: {'identifier': 'articubot_one'}
[0.009807] (articubot_one) JobProgress: {'identifier': 'articubot_one', 'progress': 'cmake'}
[0.010983] (articubot_one) JobProgress: {'identifier': 'articubot_one', 'progress': 'build'}
[0.011143] (articubot_one) Command: {'cmd': ['/usr/bin/cmake', '--build', '/ros2_ws/build/articubot_one', '--', '-j12', '-l12'], 'cwd': '/ros2_ws/build/articubot_one', 'env': OrderedDict([('HOSTNAME', 'pablo-computer'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib'), ('HOME', '/home/ros'), ('OLDPWD', '/usr/include/ignition/gazebo6/ignition/gazebo'), ('ROS_PYTHON_VERSION', '3'), ('COLCON_PREFIX_PATH', '/ros2_ws/install'), ('ROS_DISTRO', 'humble'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('TERM', 'xterm'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/opt/ros/humble/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin'), ('DISPLAY', ':1'), ('LANG', 'C.UTF-8'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('AMENT_PREFIX_PATH', '/ros2_ws/install/wetexplorer_description:/ros2_ws/install/articubot_one:/opt/ros/humble'), ('PWD', '/ros2_ws/build/articubot_one'), ('TURTLEBOT3_MODEL', 'burger'), ('LC_ALL', 'C.UTF-8'), ('PYTHONPATH', '/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('COLCON', '1'), ('CMAKE_PREFIX_PATH', '/ros2_ws/install/wetexplorer_description:/ros2_ws/install/articubot_one:/opt/ros/humble')]), 'shell': False}
[0.035655] (articubot_one) StdoutLine: {'line': b'-- Found ament_cmake: 1.3.10 (/opt/ros/humble/share/ament_cmake/cmake)\n'}
[0.099746] (-) TimerEvent: {}
[0.147565] (articubot_one) StdoutLine: {'line': b'-- Override CMake install command with custom implementation using symlinks instead of copying resources\n'}
[0.158351] (articubot_one) StdoutLine: {'line': b'-- Found ament_lint_auto: 0.12.11 (/opt/ros/humble/share/ament_lint_auto/cmake)\n'}
[0.199865] (-) TimerEvent: {}
[0.229422] (articubot_one) StdoutLine: {'line': b"-- Added test 'copyright' to check source files copyright and LICENSE\n"}
[0.241390] (articubot_one) StdoutLine: {'line': b"-- Added test 'flake8' to check Python code syntax and style conventions\n"}
[0.243089] (articubot_one) StdoutLine: {'line': b"-- Added test 'lint_cmake' to check CMake code style\n"}
[0.244155] (articubot_one) StdoutLine: {'line': b"-- Added test 'pep257' to check Python code against some of the docstring style conventions in PEP 257\n"}
[0.250870] (articubot_one) StdoutLine: {'line': b"-- Added test 'xmllint' to check XML markup files\n"}
[0.252439] (articubot_one) StdoutLine: {'line': b'-- Configuring done\n'}
[0.256702] (articubot_one) StdoutLine: {'line': b'-- Generating done\n'}
[0.257984] (articubot_one) StdoutLine: {'line': b'-- Build files have been written to: /ros2_ws/build/articubot_one\n'}
[0.278627] (articubot_one) CommandEnded: {'returncode': 0}
[0.299687] (articubot_one) JobProgress: {'identifier': 'articubot_one', 'progress': 'install'}
[0.299926] (-) TimerEvent: {}
[0.308058] (articubot_one) Command: {'cmd': ['/usr/bin/cmake', '--install', '/ros2_ws/build/articubot_one'], 'cwd': '/ros2_ws/build/articubot_one', 'env': OrderedDict([('HOSTNAME', 'pablo-computer'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib'), ('HOME', '/home/ros'), ('OLDPWD', '/usr/include/ignition/gazebo6/ignition/gazebo'), ('ROS_PYTHON_VERSION', '3'), ('COLCON_PREFIX_PATH', '/ros2_ws/install'), ('ROS_DISTRO', 'humble'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('TERM', 'xterm'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/opt/ros/humble/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin'), ('DISPLAY', ':1'), ('LANG', 'C.UTF-8'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('AMENT_PREFIX_PATH', '/ros2_ws/install/wetexplorer_description:/ros2_ws/install/articubot_one:/opt/ros/humble'), ('PWD', '/ros2_ws/build/articubot_one'), ('TURTLEBOT3_MODEL', 'burger'), ('LC_ALL', 'C.UTF-8'), ('PYTHONPATH', '/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('COLCON', '1'), ('CMAKE_PREFIX_PATH', '/ros2_ws/install/wetexplorer_description:/ros2_ws/install/articubot_one:/opt/ros/humble')]), 'shell': False}
[0.314696] (articubot_one) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[0.315088] (articubot_one) StdoutLine: {'line': b'-- Execute custom install script\n'}
[0.315504] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/config/ball_tracker_params_robot.yaml\n'}
[0.315680] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/config/ball_tracker_params_sim.yaml\n'}
[0.315845] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/config/drive_bot.rviz\n'}
[0.315913] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/config/empty.yaml\n'}
[0.316000] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/config/gaz_ros2_ctl_use_sim.yaml\n'}
[0.316087] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/config/gz_bridge.yaml\n'}
[0.316142] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/config/joystick.yaml\n'}
[0.316219] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/config/main.rviz\n'}
[0.316357] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/config/map.rviz\n'}
[0.316437] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/config/mapper_params_online_async.yaml\n'}
[0.316516] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/config/my_controllers.yaml\n'}
[0.316604] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/config/nav2_params.yaml\n'}
[0.316740] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/config/twist_mux.yaml\n'}
[0.316841] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/config/view_bot.rviz\n'}
[0.317120] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/description/camera.xacro\n'}
[0.317293] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/description/depth_camera.xacro\n'}
[0.317492] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/description/face.xacro\n'}
[0.317562] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/description/gazebo_control.xacro\n'}
[0.317639] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/description/inertial_macros.xacro\n'}
[0.317788] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/description/lidar.xacro\n'}
[0.317896] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/description/robot.urdf.xacro\n'}
[0.317981] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/description/robot_core.xacro\n'}
[0.318112] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/description/ros2_control.xacro\n'}
[0.318447] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/launch/ball_tracker.launch.py\n'}
[0.318549] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/launch/camera.launch.py\n'}
[0.318650] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/launch/joystick.launch.py\n'}
[0.318824] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/launch/launch_robot.launch.py\n'}
[0.319021] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/launch/launch_sim.launch.py\n'}
[0.319121] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/launch/localization_launch.py\n'}
[0.319305] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/launch/navigation_launch.py\n'}
[0.319415] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/launch/online_async_launch.py\n'}
[0.319506] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/launch/rplidar.launch.py\n'}
[0.319678] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/launch/rsp.launch.py\n'}
[0.319823] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/launch/sim.launch.py\n'}
[0.320173] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/worlds/empty.world\n'}
[0.320290] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/worlds/obstacles.world\n'}
[0.320550] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/ament_index/resource_index/package_run_dependencies/articubot_one\n'}
[0.320842] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/ament_index/resource_index/parent_prefix_path/articubot_one\n'}
[0.321113] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/environment/ament_prefix_path.sh\n'}
[0.321345] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/environment/ament_prefix_path.dsv\n'}
[0.321565] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/environment/path.sh\n'}
[0.321738] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/environment/path.dsv\n'}
[0.321975] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/local_setup.bash\n'}
[0.322169] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/local_setup.sh\n'}
[0.322360] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/local_setup.zsh\n'}
[0.322494] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/local_setup.dsv\n'}
[0.322588] (articubot_one) StdoutLine: {'line': b'-- Symlinking: /ros2_ws/install/articubot_one/share/articubot_one/package.dsv\n'}
[0.331094] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/ament_index/resource_index/packages/articubot_one\n'}
[0.331289] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/cmake/articubot_oneConfig.cmake\n'}
[0.331356] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/cmake/articubot_oneConfig-version.cmake\n'}
[0.331490] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /ros2_ws/install/articubot_one/share/articubot_one/package.xml\n'}
[0.333150] (articubot_one) CommandEnded: {'returncode': 0}
[0.376108] (articubot_one) JobEnded: {'identifier': 'articubot_one', 'rc': 0}
[0.376875] (-) EventReactorShutdown: {}
